Arabic,Urdu,English
وَلَا الظُّلُمٰتُ وَلَا النُّوۡرُۙ,نہ تاریکیاں اور روشنی یکساں ہیں,nor are the darkness and the light;
وَلَا الظِّلُّ وَلَا الۡحَـرُوۡرُۚ,نہ ٹھنڈی چھاؤں اور دھوپ کی تپش ایک جیسی ہے,"shade and heat are not alike,"
وَمَا يَسۡتَوِى الۡاَحۡيَآءُ وَلَا الۡاَمۡوَاتُ ؕ اِنَّ اللّٰهَ يُسۡمِعُ مَنۡ يَّشَآءُ ۚ وَمَاۤ اَنۡتَ بِمُسۡمِعٍ مَّنۡ فِى الۡقُبُوۡرِ,اور نہ زندے اور مردے مساوی ہیں اللہ جسے چاہتا ہے سنواتا ہے، مگر (اے نبیؐ) تم اُن لوگوں کو نہیں سنا سکتے جو قبروں میں مدفون ہیں,"nor are the living and the dead. God causes whom He will to hear Him, but you cannot make those who are in their graves hear you."
اِنۡ اَنۡتَ اِلَّا نَذِيۡرٌ,تم تو بس ایک خبردار کرنے والے ہو,"You are but a warner,"
اِنَّاۤ اَرۡسَلۡنٰكَ بِالۡحَـقِّ بَشِيۡرًا وَّنَذِيۡرًاؕ وَاِنۡ مِّنۡ اُمَّةٍ اِلَّا خَلَا فِيۡهَا نَذِيۡرٌ,ہم نے تم کو حق کے ساتھ بھیجا ہے بشارت دینے والا اور ڈرانے والا بنا کر اور کوئی امت ایسی نہیں گزری ہے جس میں کوئی متنبہ کرنے والا نہ آیا ہو,"We have sent you with the truth as a bearer of good news and a warner, there is no community to which a warner has not come."
وَاِنۡ يُّكَذِّبُوۡكَ فَقَدۡ كَذَّبَ الَّذِيۡنَ مِنۡ قَبۡلِهِمۡ​ۚ جَآءَتۡهُمۡ رُسُلُهُمۡ بِالۡبَيِّنٰتِ وَبِالزُّبُرِ وَبِالۡكِتٰبِ الۡمُنِيۡرِ,اب اگر یہ لوگ تمہیں جھٹلاتے ہیں تو اِن سے پہلے گزرے ہوئے لوگ بھی جھٹلا چکے ہیں اُن کے پاس ان کے رسول کھلے دلائل اور صحیفے اور روشن ہدایات دینے والی کتاب لے کر آئے تھے,"If they reject you, so did their predecessors. Messengers came to them with clear signs, with scriptures, and with the enlightening Book,"
ثُمَّ اَخَذۡتُ الَّذِيۡنَ كَفَرُوۡا فَكَيۡفَ كَانَ نَـكِيۡرِ,پھر جن لوگوں نے نہ مانا اُن کو میں نے پکڑ لیا اور دیکھ لو کہ میری سزا کیسی سخت تھی,but in the end I seized those who were bent on denying the truth and how terrible was My punishment.
اَلَمۡ تَرَ اَنَّ اللّٰهَ اَنۡزَلَ مِنَ السَّمَآءِ مَآءً ​ۚ فَاَخۡرَجۡنَا بِهٖ ثَمَرٰتٍ مُّخۡتَلِفًا اَلۡوَانُهَاؕ وَمِنَ الۡجِبَالِ جُدَدٌۢ بِيۡضٌ وَّحُمۡرٌ مُّخۡتَلِفٌ اَلۡوَانُهَا وَغَرَابِيۡبُ سُوۡدٌ,کیا تم دیکھتے نہیں ہو کہ اللہ آسمان سے پانی برساتا ہے اور پھر اس کے ذریعہ سے ہم طرح طرح کے پھل نکال لاتے ہیں جن کے رنگ مختلف ہوتے ہیں پہاڑوں میں بھی سفید، سرخ اور گہری سیاہ دھاریاں پائی جاتی ہیں جن کے رنگ مختلف ہوتے ہیں,"Did you not see how God sent down water from the sky with which We bring forth fruit of diverse colours. In the mountains there are streaks of various shades of white and red, and jet-black rocks;"
وَمِنَ النَّاسِ وَالدَّوَآبِّ وَالۡاَنۡعَامِ مُخۡتَلِفٌ اَ لۡوَانُهٗ كَذٰلِكَ ؕ اِنَّمَا يَخۡشَى اللّٰهَ مِنۡ عِبَادِهِ الۡعُلَمٰٓؤُا ؕ اِنَّ اللّٰهَ عَزِيۡزٌ غَفُوۡرٌ,اور اسی طرح انسانوں اور جانوروں اور مویشیوں کے رنگ بھی مختلف ہیں حقیقت یہ ہے کہ اللہ کے بندوں میں سے صرف علم رکھنے والے لوگ ہی اُس سے ڈرتے ہیں بے شک اللہ زبردست اور درگزر فرمانے والا ہے,"in like manner, men, beasts, and cattle have their diverse hues too. Only those of His servants, who possess knowledge, fear God. God is almighty and most forgiving."
اِنَّ الَّذِيۡنَ يَتۡلُوۡنَ كِتٰبَ اللّٰهِ وَاَقَامُوا الصَّلٰوةَ وَاَنۡفَقُوۡا مِمَّا رَزَقۡنٰهُمۡ سِرًّا وَّعَلَانِيَةً يَّرۡجُوۡنَ تِجَارَةً لَّنۡ تَبُوۡرَۙ ﻿﻿,جو لوگ کتاب اللہ کی تلاوت کرتے ہیں اور نماز قائم کرتے ہیں، اور جو کچھ ہم نے اُنہیں رزق دیا ہے اس میں سے کھلے اور چھپے خرچ کرتے ہیں، یقیناً وہ ایک ایسی تجارت کے متوقع ہیں جس میں ہرگز خسارہ نہ ہوگا,"Those who read the Book of God and attend to their prayers and spend in charity in private and in public out of what We have provided them, may hope for a commerce that suffers no loss."
لِيُوَفِّيَهُمۡ اُجُوۡرَهُمۡ وَيَزِيۡدَهُمۡ مِّنۡ فَضۡلِهٖ ؕ اِنَّهٗ غَفُوۡرٌ شَكُوۡرٌ,(اس تجارت میں انہوں نے اپنا سب کچھ اِس لیے کھپایا ہے) تاکہ اللہ اُن کے اجر پورے کے پورے اُن کو دے اور مزید اپنے فضل سے ان کو عطا فرمائے بے شک اللہ بخشنے والا اور قدردان ہے,He will give them their full rewards and give them more out of His bounty. He is forgiving and appreciative.
وَالَّذِىۡۤ اَوۡحَيۡنَاۤ اِلَيۡكَ مِنَ الۡكِتٰبِ هُوَ الۡحَـقُّ مُصَدِّقًا لِّمَا بَيۡنَ يَدَيۡهِؕ اِنَّ اللّٰهَ بِعِبَادِهٖ لَخَبِيۡرٌۢ بَصِيۡرٌ,(اے نبیؐ) جو کتاب ہم نے تمہاری طرف وحی کے ذریعہ سے بھیجی ہے وہی حق ہے، تصدیق کرتی ہوئی آئی ہے اُن کتابوں کی جو اِس سے پہلے آئی تھیں بے شک اللہ اپنے بندوں کے حال سے باخبر ہے اور ہر چیز پر نگاہ رکھنے والا ہے,The Book which We have revealed to you is the truth confirming previous scriptures. God knows and observes His servants.
ثُمَّ اَوۡرَثۡنَا الۡكِتٰبَ الَّذِيۡنَ اصۡطَفَيۡنَا مِنۡ عِبَادِنَاۚ فَمِنۡهُمۡ ظَالِمٌ لِّنَفۡسِهٖ​ۚ وَمِنۡهُمۡ مُّقۡتَصِدٌ ​ۚ وَمِنۡهُمۡ سَابِقٌۢ بِالۡخَيۡرٰتِ بِاِذۡنِ اللّٰهِؕ ذٰلِكَ هُوَ الۡفَضۡلُ الۡكَبِيۡرُؕ,پھر ہم نے اس کتاب کا وارث بنا دیا اُن لوگوں کو جنہیں ہم نے (اِس وراثت کے لیے) اپنے بندوں میں سے چن لیا اب کوئی تو ان میں سے اپنے نفس پر ظلم کرنے والا ہے، اور کوئی بیچ کی راس ہے، اور کوئی اللہ کے اذن سے نیکیوں میں سبقت کرنے والا ہے، یہی بہت بڑا فضل ہے,"We have bestowed the Book on those of Our servants whom We have chosen. Some wrong their own souls, some keep half-way \[between right and wrong\]; some, by God's leave, excel others in good deeds. This is a great bounty of God:"
جَنّٰتُ عَدۡنٍ يَّدۡخُلُوۡنَهَا يُحَلَّوۡنَ فِيۡهَا مِنۡ اَسَاوِرَ مِنۡ ذَهَبٍ وَّلُـؤۡلُؤًا ۚ وَلِبَاسُهُمۡ فِيۡهَا حَرِيۡرٌ,ہمیشہ رہنے والی جنتیں ہیں جن میں یہ لوگ داخل ہوں گے وہاں انہیں سونے کے کنگنوں اور موتیوں سے آراستہ کیا جائے گا، وہاں ان کا لباس ریشم ہوگا,"they shall enter the Gardens of Eternity, where they shall be adorned with bracelets of gold and pearls, and wear silk garments."
وَقَالُوا الۡحَمۡدُ لِلّٰهِ الَّذِىۡۤ اَذۡهَبَ عَـنَّا الۡحَزَنَ ؕ اِنَّ رَبَّنَا لَـغَفُوۡرٌ شَكُوۡرُ ۙ,اور وہ کہیں گے کہ شکر ہے اُس خدا کا جس نے ہم سے غم دور کر دیا، یقیناً ہمارا رب معاف کرنے والا اور قدر فرمانے والا ہے,"They will say, ""Praise be to God who has taken away all sorrow from us. Our Lord is forgiving and appreciative."
اۨلَّذِىۡۤ اَحَلَّنَا دَارَ الۡمُقَامَةِ مِنۡ فَضۡلِهٖ​ۚ لَا يَمَسُّنَا فِيۡهَا نَصَبٌ وَّلَا يَمَسُّنَا فِيۡهَا لُـغُوۡبٌ,جس نے ہمیں اپنے فضل سے ابدی قیام کی جگہ ٹھیرا دیا، اب یہاں نہ ہمیں کوئی مشقت پیش آتی ہے اور نہ تکان لاحق ہوتی ہے,"Through His grace He has admitted us to the everlasting Abode, where neither toil nor weariness affects us."""
وَالَّذِيۡنَ كَفَرُوۡا لَهُمۡ نَارُ جَهَنَّمَ​ۚ لَا يُقۡضٰى عَلَيۡهِمۡ فَيَمُوۡتُوۡا وَلَا يُخَفَّفُ عَنۡهُمۡ مِّنۡ عَذَابِهَا ؕ كَذٰلِكَ نَـجۡزِىۡ كُلَّ كَفُوۡرٍۚ ﻿﻿,اور جن لوگوں نے کفر کیا ہے اُن کے لیے جہنم کی آگ ہے نہ اُن کا قصہ پاک کر دیا جائے گا کہ مر جائیں اور نہ اُن کے لیے جہنم کے عذاب میں کوئی کمی کی جائے گی اِس طرح ہم بدلہ دیتے ہیں ہر اُس شخص کو جو کفر کرنے والا ہو,"Those who deny the truth shall remain in the fire of Hell. Death will not be decreed for them, so that they could escape by way of death, nor will its torment ever be eased for them. Thus do We requite every ungrateful person."
وَهُمۡ يَصۡطَرِخُوۡنَ فِيۡهَا ​ۚ رَبَّنَاۤ اَخۡرِجۡنَا نَـعۡمَلۡ صَالِحًـا غَيۡرَ الَّذِىۡ كُـنَّا نَـعۡمَلُؕ اَوَلَمۡ نُعَمِّرۡكُمۡ مَّا يَتَذَكَّرُ فِيۡهِ مَنۡ تَذَكَّرَ وَجَآءَكُمُ النَّذِيۡرُؕ فَذُوۡقُوۡا فَمَا لِلظّٰلِمِيۡنَ مِنۡ نَّصِيۡرٍ ﻿﻿,"وہ وہاں چیخ چیخ کر کہیں گے کہ ""اے ہمارے رب، ہمیں یہاں سے نکال لے تاکہ ہم نیک عمل کریں اُن اعمال سے مختلف جو پہلے کرتے رہے تھے"" (انہیں جواب دیا جائے گا) ""کیا ہم نے تم کو اتنی عمر نہ دی تھی جس میں کوئی سبق لینا چاہتا تو سبق لے سکتاتھا؟ اور تمہارے پاس متنبہ کرنے والا بھی آ چکا تھا اب مزا چکھو ظالموں کا یہاں کوئی مددگار نہیں ہے""","There they will cry out, ""Lord, take us out! We shall do good deeds, and behave differently from the way we used to."" But He will answer, ""Did We not make your life long enough to take warning if you were going to? The warner did come to you. So now have a taste of the punishment."" Wrongdoers will have no supporter."
اِنَّ اللّٰهَ عٰلِمُ غَيۡبِ السَّمٰوٰتِ وَالۡاَرۡضِؕ اِنَّهٗ عَلِيۡمٌۢ بِذَاتِ الصُّدُوۡرِ,بے شک اللہ آسمانوں اور زمین کی ہر پوشیدہ چیز سے واقف ہے، وہ تو سینوں کے چھپے ہوئے راز تک جانتا ہے,God knows the hidden reality of the heavens and the earth. He has full knowledge of what is in the hearts of men;
هُوَ الَّذِىۡ جَعَلَـكُمۡ خَلٰٓٮِٕفَ فِى الۡاَرۡضِ ؕ فَمَنۡ كَفَرَ فَعَلَيۡهِ كُفۡرُهٗ ؕ وَلَا يَزِيۡدُ الۡـكٰفِرِيۡنَ كُفۡرُهُمۡ عِنۡدَ رَبِّهِمۡ اِلَّا مَقۡتًا ۚ وَلَا يَزِيۡدُ الۡـكٰفِرِيۡنَ كُفۡرُهُمۡ اِلَّا خَسَارًا,وہی تو ہے جس نے تم کو زمین میں خلیفہ بنایا ہے اب جو کوئی کفر کرتا ہے اس کے کفر کا وبال اُسی پر ہے، اور کافروں کو اُن کا کفر اِس کے سوا کوئی ترقی نہیں دیتا کہ ان کے رب کا غضب اُن پر زیادہ سے زیادہ بھڑکتا چلا جاتا ہے کافروں کے لیے خسارے میں اضافے کے سوا کوئی ترقی نہیں,"it is He who has made you inherit the earth. He who denies Him shall bear the burden of his denial. God's displeasure with the deniers will only be increased by their denial of the truth, it will only increase their loss."
قُلۡ اَرَءَيۡتُمۡ شُرَكَآءَكُمُ الَّذِيۡنَ تَدۡعُوۡنَ مِنۡ دُوۡنِ اللّٰهِ ؕ اَرُوۡنِىۡ مَاذَا خَلَقُوۡا مِنَ الۡاَرۡضِ اَمۡ لَهُمۡ شِرۡكٌ فِى السَّمٰوٰتِ​ ۚ اَمۡ اٰتَيۡنٰهُمۡ كِتٰبًا فَهُمۡ عَلٰى بَيِّنَتٍ مِّنۡهُ ۚ بَلۡ اِنۡ يَّعِدُ الظّٰلِمُوۡنَ بَعۡضُهُمۡ بَعۡضًا اِلَّا غُرُوۡرًا,"(اے نبیؐ) ان سے کہو، ""کبھی تم نے دیکھا بھی ہے اپنے اُن شریکوں کو جنہیں تم خدا کو چھوڑ کر پکارا کرتے ہو؟ مجھے بتاؤ، انہوں نے زمین میں کیا پیدا کیا ہے؟ یا آسمانوں میں ان کی کیا شرکت ہے ""؟ (اگر یہ نہیں بتا سکتے تو ان سے پوچھو) کیا ہم نے انہیں کوئی تحریر لکھ کر دی ہے جس کی بنا پر یہ (اپنے اس شرک کے لیے) کوئی صاف سند رکھتے ہوں؟ نہیں، بلکہ یہ ظالم ایک دوسرے کو محض فریب کے جھانسے دیے جا رہے ہیں","Say, ""Have you ever considered your associate gods whom you call on besides God? Show me what it is that they have created on earth. Or have they a share in the creation of the heavens?"" Or have We given them a book so that they may act on evidence from it? Indeed, the wrongdoers' promises to one another are nothing but deception."
اِنَّ اللّٰهَ يُمۡسِكُ السَّمٰوٰتِ وَالۡاَرۡضَ اَنۡ تَزُوۡلَا ۚوَلَٮِٕنۡ زَالَــتَاۤ اِنۡ اَمۡسَكَهُمَا مِنۡ اَحَدٍ مِّنۡۢ بَعۡدِهٖ ؕ اِنَّهٗ كَانَ حَلِيۡمًا غَفُوۡرًا,حقیقت یہ ہے کہ اللہ ہی ہے جو آسمانوں اور زمین کو ٹل جانے سے روکے ہوئے ہے، اور اگر وہ ٹل جائیں تو اللہ کے بعد کوئی دوسرا انہیں تھامنے والا نہیں ہے بے شک اللہ بڑا حلیم اور درگزر فرمانے والا ہے,"Surely, God holds the heavens and the earth, lest they should deviate \[from their places\]. Were they to deviate, none could hold them after Him. Surely, He is forbearing and most forgiving."
وَاَ قۡسَمُوۡا بِاللّٰهِ جَهۡدَ اَيۡمَانِهِمۡ لَٮِٕنۡ جَآءَهُمۡ نَذِيۡرٌ لَّيَكُوۡنُنَّ اَهۡدٰى مِنۡ اِحۡدَى الۡاُمَمِۚ فَلَمَّا جَآءَهُمۡ نَذِيۡرٌ مَّا زَادَهُمۡ اِلَّا نُفُوۡرًا ۙ,یہ لوگ کڑی کڑی قسمیں کھا کر کہا کرتے تھے کہ اگر کوئی خبردار کرنے والا ان کے ہاں آ گیا ہوتا تو یہ دنیا کی ہر دوسری قوم سے بڑھ کر راست رو ہوتے مگر جب خبردار کرنے والا ان کے پاس آگیا تو اس کی آمد نے اِن کے اندر حق سے فرار کے سوا کسی چیز میں اضافہ نہ کیا,"They swore their most solemn oaths that if a warner should ever come to them, they would be better guided than any other community. But when a warner did come to them, it only increased their aversion,"
اۨسۡتِكۡبَارًا فِى الۡاَرۡضِ وَمَكۡرَ السَّيّیٴِؕ وَلَا يَحِيۡقُ الۡمَكۡرُ السَّيِّـئُ اِلَّا بِاَهۡلِهٖ ؕ فَهَلۡ يَنۡظُرُوۡنَ اِلَّا سُنَّتَ الۡاَوَّلِيۡنَ ۚ فَلَنۡ تَجِدَ لِسُنَّتِ اللّٰهِ تَبۡدِيۡلًا ۚ وَلَنۡ تَجِدَ لِسُنَّتِ اللّٰهِ تَحۡوِيۡلًا,یہ زمین میں اور زیادہ استکبار کرنے لگے اور بری بری چالیں چلنے لگے، حالانکہ بُری چالیں اپنے چلنے والوں ہی کو لے بیٹھتی ہیں اب کیا یہ لوگ اِس کا انتظار کر رہے ہیں کہ پچھلی قوموں کے ساتھ اللہ کا جو طریقہ رہا ہے وہی اِن کے ساتھ بھی برتا جائے؟ یہی بات ہے تو تم اللہ کے طریقے میں ہرگز کوئی تبدیلی نہ پاؤ گے اور تم کبھی نہ دیکھو گے کہ اللہ کی سنت کو اس کے مقرر راستے سے کوئی طاقت پھیر سکتی ہے,and they behaved arrogantly in the land and plotted evil. But the plotting of evil only rebounds on those who plot. Are they but looking for the way the previous peoples \[sinners\] were dealt with? You will never find any change in the ways of God; nor will you ever find God's decree averted.
اَوَلَمۡ يَسِيۡرُوۡا فِى الۡاَرۡضِ فَيَنۡظُرُوۡا كَيۡفَ كَانَ عَاقِبَةُ الَّذِيۡنَ مِنۡ قَبۡلِهِمۡ وَكَانُوۡۤا اَشَدَّ مِنۡهُمۡ قُوَّةً ؕ وَمَا كَانَ اللّٰهُ لِيُعۡجِزَهٗ مِنۡ شَىۡءٍ فِى السَّمٰوٰتِ وَلَا فِى الۡاَرۡضِ ؕ اِنَّهٗ كَانَ عَلِيۡمًا قَدِيۡرًا ﻿﻿,کیا یہ لوگ زمین میں کبھی چلے پھرے نہیں ہیں کہ انہیں اُن لوگوں کا انجام نظر آتا جو اِن سے پہلے گزر چکے ہیں اور ان سے بہت زیادہ طاقت ور تھے؟ اللہ کو کوئی چیز عاجز کرنے والی نہیں ہے، نہ آسمانوں میں اور نہ زمین میں وہ سب کچھ جانتا ہے اور ہر چیز پر قدرت رکھتا ہے,Have they not travelled around the earth and seen the fate of those who preceded them? And they were far superior to them in strength. Nothing in the heavens or the earth can ever frustrate God's \[plans\]. He is all-knowing and all powerful.
وَلَوۡ يُـؤَاخِذُ اللّٰهُ النَّاسَ بِمَا كَسَبُوۡا مَا تَرَكَ عَلٰى ظَهۡرِهَا مِنۡ دَآ بَّةٍ وَّلٰـكِنۡ يُّؤَخِّرُهُمۡ اِلٰٓى اَجَلٍ مُّسَمًّىۚ فَاِذَا جَآءَ اَجَلُهُمۡ فَاِنَّ اللّٰهَ كَانَ بِعِبَادِهٖ بَصِيۡرًا,اگر کہیں وہ لوگوں کو اُن کے کیے کرتوتوں پر پکڑتا تو زمین پر کسی متنفس کو جیتا نہ چھوڑتا مگر وہ انہیں ایک مقرر وقت تک کے لیے مہلت دے رہا ہے پھر جب ان کا وقت آن پورا ہوگا تو اللہ اپنے بندوں کو دیکھ لے گا,"If God were to take men to task for their misdeeds, He would not leave a single living creature on the surface of the earth; but He grants them respite until an appointed time; and when their appointed time comes, then they will know that God is indeed observant of all His servants."
يٰسٓ ۚ,یٰس,Ya Sin.
وَالۡقُرۡاٰنِ الۡحَكِيۡمِ ۙ,قسم ہے قرآن حکیم کی,"By the Quran, full of wisdom,"
اِنَّكَ لَمِنَ الۡمُرۡسَلِيۡنَۙ,کہ تم یقیناً رسولوں میں سے ہو,you are indeed one of the messengers
عَلٰى صِرَاطٍ مُّسۡتَقِيۡمٍؕ,سیدھے راستے پر ہو,"on a straight path,"
تَنۡزِيۡلَ الۡعَزِيۡزِ الرَّحِيۡمِ ۙ,(اور یہ قرآن) غالب اور رحیم ہستی کا نازل کردہ ہے,"with a revelation sent down by the Mighty One, the Merciful,"
لِتُنۡذِرَ قَوۡمًا مَّاۤ اُنۡذِرَ اٰبَآؤُهُمۡ فَهُمۡ غٰفِلُوۡنَ,تاکہ تم خبردار کرو ایک ایسی قوم کو جس کے باپ دادا خبردار نہ کیے گئے تھے اور اس وجہ سے وہ غفلت میں پڑے ہوئے ہیں,so that you may warn a people whose fathers were not warned and so they are unaware.
لَقَدۡ حَقَّ الۡقَوۡلُ عَلٰٓى اَكۡثَرِهِمۡ فَهُمۡ لَا يُؤۡمِنُوۡنَ,اِن میں سے اکثر لوگ فیصلہ عذاب کے مستحق ہو چکے ہیں، اسی لیے وہ ایمان نہیں لاتے,The word has been proved true against the greater part of them: they will not believe.
اِنَّا جَعَلۡنَا فِىۡۤ اَعۡنَاقِهِمۡ اَغۡلٰلًا فَهِىَ اِلَى الۡاَ ذۡقَانِ فَهُمۡ مُّقۡمَحُوۡنَ,ہم نے اُن کی گردنوں میں طوق ڈال دیے ہیں جن سے وہ ٹھوڑیوں تک جکڑے گئے ہیں، اس لیے وہ سر اٹھائے کھڑے ہیں,"We have put yokes round their necks right up to their chins, so that they cannot bow their heads"
وَجَعَلۡنَا مِنۡۢ بَيۡنِ اَيۡدِيۡهِمۡ سَدًّا وَّمِنۡ خَلۡفِهِمۡ سَدًّا فَاَغۡشَيۡنٰهُمۡ فَهُمۡ لَا يُبۡصِرُوۡنَ,ہم نے ایک دیوار اُن کے آگے کھڑی کر دی ہے اور ایک دیوار اُن کے پیچھے ہم نے انہیں ڈھانک دیا ہے، انہیں اب کچھ نہیں سوجھتا,"and We have set a barrier before them and a barrier behind them, and We have covered them up so that they cannot see."
وَسَوَآءٌ عَلَيۡهِمۡ ءَاَنۡذَرۡتَهُمۡ اَمۡ لَمۡ تُنۡذِرۡهُمۡ لَا يُؤۡمِنُوۡنَ ﻿﻿,ان کے لیے یکساں ہے، تم انہیں خبردار کرو یا نہ کرو، یہ نہ مانیں گے,It makes no difference to them whether you warn them or do not warn them: they will not believe.
اِنَّمَا تُنۡذِرُ مَنِ اتَّبَعَ الذِّكۡرَ وَخَشِىَ الرَّحۡمٰنَ بِالۡغَيۡبِۚ فَبَشِّرۡهُ بِمَغۡفِرَةٍ وَّاَجۡرٍ كَرِيۡمٍ,تم تو اُسی شخص کو خبردار کر سکتے ہی جو نصیحت کی پیروی کرے اور بے دیکھے خدائے رحمان سے ڈرے اُسے مغفرت اور اجر کریم کی بشارت دے دو,"You can warn only those who would follow the Reminder and fear the Gracious God, unseen. Give them the good news of forgiveness and a noble reward."
اِنَّا نَحۡنُ نُحۡىِ الۡمَوۡتٰى وَنَكۡتُبُ مَا قَدَّمُوۡا وَاٰثَارَهُمۡؕ وَكُلَّ شَىۡءٍ اَحۡصَيۡنٰهُ فِىۡۤ اِمَامٍ مُّبِيۡنٍ,ہم یقیناً ایک روز مردوں کو زندہ کرنے والے ہیں جو کچھ افعال انہوں نے کیے ہیں وہ سب ہم لکھتے جا رہے ہیں، اور جو کچھ آثار انہوں نے پیچھے چھوڑے ہیں وہ بھی ہم ثبت کر رہے ہیں ہر چیز کو ہم نے ایک کھلی کتاب میں درج کر رکھا ہے,We shall surely bring the dead back to life and We record what they send ahead and what they leave behind. We have recorded everything in a clear book.
وَاضۡرِبۡ لَهُمۡ مَّثَلًا اَصۡحٰبَ الۡقَرۡيَةِ ​ۘ اِذۡ جَآءَهَا الۡمُرۡسَلُوۡنَۚ ﻿﻿,اِنہیں مثال کے طور پر اُس بستی والوں کا قصہ سناؤ جبکہ اُس میں رسول آئے تھے,Recount to them the example of the people to whose town Our messengers came.
اِذۡ اَرۡسَلۡنَاۤ اِلَيۡهِمُ اثۡنَيۡنِ فَكَذَّبُوۡهُمَا فَعَزَّزۡنَا بِثَالِثٍ فَقَالُـوۡۤا اِنَّاۤ اِلَيۡكُمۡ مُّرۡسَلُوۡنَ,"ہم نے ان کی طرف دو رسول بھیجے اور انہوں نے دونوں کو جھٹلا دیا پھر ہم نے تیسرا مدد کے لیے بھیجا اور ان سب نے کہا ""ہم تمہاری طرف رسول کی حیثیت سے بھیجے گئے ہیں""","When We sent them two messengers, they rejected them both, so We strengthened them with a third. They said, ""Truly, we have been sent to you \[by God\] as messengers."""
قَالُوۡا مَاۤ اَنۡـتُمۡ اِلَّا بَشَرٌ مِّثۡلُـنَا ۙ وَمَاۤ اَنۡزَلَ الرَّحۡمٰنُ مِنۡ شَىۡءٍۙ اِنۡ اَنۡـتُمۡ اِلَّا تَكۡذِبُوۡنَ,"بستی والوں نے کہا ""تم کچھ نہیں ہو مگر ہم جیسے چند انسان، اور خدائے رحمٰن نے ہرگز کوئی چیز نازل نہیں کی ہے، تم محض جھوٹ بولتے ہو""","They replied, ""You are nothing but mortal men like us and the Merciful God has not revealed anything. You are surely lying."""
قَالُوۡا رَبُّنَا يَعۡلَمُ اِنَّاۤ اِلَيۡكُمۡ لَمُرۡسَلُوۡنَ,"رسولوں نے کہا ""ہمارا رب جانتا ہے کہ ہم ضرور تمہاری طرف رسول بنا کر بھیجے گئے ہیں","They said, ""Our Lord knows that we have been sent to you."
وَمَا عَلَيۡنَاۤ اِلَّا الۡبَلٰغُ الۡمُبِيۡنُ,"اور ہم پر صاف صاف پیغام پہنچا دینے کے سوا کوئی ذمہ داری نہیں ہے""","And our duty is only to convey the message to you clearly,"""
قَالُـوۡۤا اِنَّا تَطَيَّرۡنَا بِكُمۡۚ لَٮِٕنۡ لَّمۡ تَنۡتَهُوۡا لَنَرۡجُمَنَّكُمۡ وَلَيَمَسَّنَّكُمۡ مِّنَّا عَذَابٌ اَلِيۡمٌ,"بستی والے کہنے لگے ""ہم تو تمہیں اپنے لیے فال بد سمجھتے ہیں اگر تم باز نہ آئے تو ہم تم کو سنگسار کر دیں گے اور ہم سے تم بڑی دردناک سزا پاؤ گے""","but they answered, ""We see an evil omen in you. If you do not stop, we shall certainly stone you, and you will suffer a painful punishment at our hands."""
قَالُوۡا طٰۤٮِٕـرُكُمۡ مَّعَكُمۡؕ اَٮِٕنۡ ذُكِّرۡتُمۡ ؕ بَلۡ اَنۡـتُمۡ قَوۡمٌ مُّسۡرِفُوۡنَ,"رسولوں نے جواب دیا ""تمہاری فال بد تو تمہارے اپنے ساتھ لگی ہوئی ہے کیا یہ باتیں تم اِس لیے کرتے ہو کہ تمہیں نصیحت کی گئی؟ اصل بات یہ ہے کہ تم حد سے گزرے ہوئے لوگ ہو""","They said, ""Your evil augury be with you! Is it because you are admonished about the truth? Surely, you are a people transgressing all bounds!"""
وَجَآءَ مِنۡ اَقۡصَا الۡمَدِيۡنَةِ رَجُلٌ يَّسۡعٰى قَالَ يٰقَوۡمِ اتَّبِعُوا الۡمُرۡسَلِيۡنَۙ,"اتنے میں شہر کے دُور دراز گوشے سے ایک شخص دوڑتا ہوا آیا اور بولا ""اے میری قوم کے لوگو، رسولوں کی پیروی اختیار کر لو","Then, from the furthest part of the city, a man came running. He said, ""My people, follow the messengers."
اتَّبِعُوۡا مَنۡ لَّا يَسۡـــَٔلُكُمۡ اَجۡرًا وَّهُمۡ مُّهۡتَدُوۡنَ,پیروی کرو اُن لوگوں کی جو تم سے کوئی اجر نہیں چاہتے اور ٹھیک راستے پر ہیں,Follow those who ask no recompense of you and are rightly guided.
وَمَا لِىَ لَاۤ اَعۡبُدُ الَّذِىۡ فَطَرَنِىۡ وَاِلَيۡهِ تُرۡجَعُوۡنَ,آخر کیوں نہ میں اُس ہستی کی بندگی کروں جس نے مجھے پیدا کیا ہے اور جس کی طرف تم سب کو پلٹ کر جانا ہے؟,"""Why should I not worship Him who has brought me into being, and to whom you shall all be recalled?"
ءَاَ تَّخِذُ مِنۡ دُوۡنِهٖۤ اٰلِهَةً اِنۡ يُّرِدۡنِ الرَّحۡمٰنُ بِضُرٍّ لَّا تُغۡنِ عَنِّىۡ شَفَاعَتُهُمۡ شَيۡـــًٔا وَّلَا يُنۡقِذُوۡنِ​ۚ,کیا میں اُسے چھوڑ کر دوسرے معبود بنا لوں؟ حالانکہ اگر خدائے رحمٰن مجھے کوئی نقصان پہنچانا چاہے تو نہ اُن کی شفاعت میرے کسی کام آ سکتی ہے اور نہ وہ مجھے چھڑا ہی سکتے ہیں,"Shall I take others besides Him as gods? If the Gracious God should intend me any harm, their intercession will be of no avail, nor can they deliver me."
